Chapter,Verse,Shloka,EngMeaning,Yoga_Type
11,3,"एवमेतद्यथात्थ त्वमात्मानं परमेश्वर |
द्रष्टुमिच्छामि ते रूपमैश्वरं पुरुषोत्तम ||११-३||","11.3 (Now) O Supreme Lord, as Thou hast thus described Thyself, O Supreme Person, I wish to see Thy divine form.",Bhakti Yoga
11,4,"मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो |
योगेश्वर ततो मे त्वं दर्शयात्मानमव्ययम् ||११-४||","11.4 If Thou, O Lord, thinkest it possible for me to see it, do Thou, then, O Lord of the Yogins, show me Thy imperishable Self.",Bhakti Yoga
11,5,"श्रीभगवानुवाच |
पश्य मे पार्थ रूपाणि शतशोऽथ सहस्रशः |
नानाविधानि दिव्यानि नानावर्णाकृतीनि च ||११-५||","11.5 The Blessed Lord said  Behold, O Arjuna, forms of Mine, by the hundreds and thousands, of different sorts, divine, and of various colours and shapes.",Bhakti Yoga
11,6,"पश्यादित्यान्वसून्रुद्रानश्विनौ मरुतस्तथा |
बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत ||११-६||","11.6 Behold the Adityas, the Vasus, the Rudras, the two Asvins and also the Maruts; behold many wonders never seen before, O Arjuna.",Bhakti Yoga
11,7,"इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम् |
मम देहे गुडाकेश यच्चान्यद् द्रष्टुमिच्छसि ||११-७||","11.7 Now behold, O Arjuna, in this, My body, the whole universe centred in one  including the moving and the unmoving  and whatever else thou desirest to see.",Bhakti Yoga
11,8,"न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा |
दिव्यं ददामि ते चक्षुः पश्य मे योगमैश्वरम् ||११-८||",11.8 But thou art not able to behold Me with these thine own eyes; I give thee the divine eye; behold My lordly Yoga.,Bhakti Yoga
11,9,"सञ्जय उवाच |
एवमुक्त्वा ततो राजन्महायोगेश्वरो हरिः |
दर्शयामास पार्थाय परमं रूपमैश्वरम् ||११-९||","11.9 Sanjaya said  Having thus spoken, O king, the great Lord of Yoga, hari (Krishna), showed to Arjuna His supreme form as the Lord.",Bhakti Yoga
11,10,"अनेकवक्त्रनयनमनेकाद्भुतदर्शनम् |
अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम् ||११-१०||","11.10 With numerous mouths and eyes, with numerous wonderful sights, with numerous divine ornaments, with numerous divine weapons uplifted (such a form He showed).",Bhakti Yoga
11,11,"दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् |
सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम् ||११-११||","11.11 Wearing divine garlands (necklaces) and apparel, anointed with divine unguents, the all-wonderful, resplendent (Being) endless with faces on all sides.",Bhakti Yoga
11,12,"दिवि सूर्यसहस्रस्य भवेद्युगपदुत्थिता |
यदि भाः सदृशी सा स्याद्भासस्तस्य महात्मनः ||११-१२||","11.12 If the splendour of a thousand suns were to blaze out at once (simultaneously) in the sky, that would be the splendour of that mighty Being (great Soul).",Bhakti Yoga
11,13,"तत्रैकस्थं जगत्कृत्स्नं प्रविभक्तमनेकधा |
अपश्यद्देवदेवस्य शरीरे पाण्डवस्तदा ||११-१३||","11.13 There, in the body of the God of gods, Arjuna then saw the whole universe resting in one, with its many groups.",Bhakti Yoga
11,14,"ततः स विस्मयाविष्टो हृष्टरोमा धनञ्जयः |
प्रणम्य शिरसा देवं कृताञ्जलिरभाषत ||११-१४||","11.14 Then, Arjuna, filled with wonder and with his hair standing on end, bowed down his head to the God and spoke with joined palms.",Bhakti Yoga
11,15,"अर्जुन उवाच |
पश्यामि देवांस्तव देव देहे
सर्वांस्तथा भूतविशेषसङ्घान् |
ब्रह्माणमीशं कमलासनस्थ-
मृषींश्च सर्वानुरगांश्च दिव्यान् ||११-१५||","11.15 Arjuna said  I see all the gods, O God, in Thy body, and (also) hosts of various classes of beings, Brahma, the Lord, seated on the lotus, all the sages and the celestial serpents.",Bhakti Yoga
11,16,"अनेकबाहूदरवक्त्रनेत्रं
पश्यामि त्वां सर्वतोऽनन्तरूपम् |
नान्तं न मध्यं न पुनस्तवादिं
पश्यामि विश्वेश्वर विश्वरूप ||११-१६||","11.16 I see Thee of boundless form on every side with many arms, stomachs, mouths and eyes: neither the end nor the middle nor also the beginning do I see, O Lord of the universe, O Cosmic Form.",Bhakti Yoga
